id	clr	W
0302a141472d00d6cc6565219971c8ca	-0.2609075838447809	0
07edfda5f78f3f02bff5bc5fcd10d0f7	1.0314358070020428	0
0d8689f6c478facabd6f070318f5f079	0.07996757120222983	0
10835efcfb13904d0e393d5fcecb5ff3	0.9869737206091795	0
13bf76ab93d09d774b36057a14c40176	-1.4227891306198184	0
296ae4de1808f96a4b4e4eb89954485f	0.44143614539716425	0
2b2118f80aee935561fed50642e84da0	0.5675543712034499	0
390563f6766a9e999023b6222ff8b2c3	0.5021361081616076	0
5f83d48fa33ed63bb73226dbdfde8014	-0.35189336567114815	0
62a632532998e97d7a086e212318e895	-1.5783545366085943	0
686301a43e861a82f73ce203418c7b1c	0.07788900980175684	0
697c11bdf9001e9bc1f56f81e7c8cd8c	1.0421845581949503	0
7309fd0ace9b68648b3afbdbce76323c	-0.2902392442370603	0
760e4e0b7ae803e56da0635c0ffa8721	-1.563598593023545	0
7f817c3675bca1a1a018450ad72ce33a	0.29967130306753476	0
824e9ee5b49b5fab06d07f90c9e6b3e5	0.403281240206677	0
84dac0c3bb598af90b8b1133327b01eb	-1.0553534429581064	0
9e57e07ee5ff7e274cd37d243202db92	0.22355086938581326	0
9f9bf8557bedfc5438b93745a17d6a8f	0.0036405498453599416	0
a2d0831c9c20d9d8e2c605c5eb22465b	0.2968331734799419	0
a33b49772c09d64bb3ed8ff6cc524f38	-0.31401284352936276	0
abe2f6eddd9d2eece9de5c435b2785c4	-0.16974759806706285	0
beaf73d03a5dc37b4242ada40c0881ae	0.7373315835027774	0
c36ddb9710e01db06b0181f7f6e4d1ba	0.0414471442009563	0
c80befef459a7f49a88d98ac1732fde3	0.258421657629585	0
ce7dd1caf4448800f7c81f66f7a0122d	-0.8240591439806371	0
daaf853aa10f4f6a273236ec15c5b77f	0.6331400133515641	0
df4b83f6587ebd799c96119964d7b746	0.6635405177314861	0
e1d854094b260dcae9432ebdf39c4118	-0.04467956492317782	0
ead9304ff1c26475bf7dfeb0dd371a4c	0.42189303508281784	0
f5c5a4f4caece0381bd6c77236d4ce59	-0.8366933315935947	0
