#OTU_ID	CG01-1	CG02-2	CG03-3	CG04-4	CG05-5	CG06-6	CG07-7	CG08-8	CG09-9	CG10-10	CG11-11	CG12-12	CG13-13	CG14-14	CG15-15	CG16-16	CG17-17	CG18-18	CG19-19	CG20-20	CG21-21	CG22-22	CG23-23	CG24-24	CG25-25	CG26-26	CG27-27	CG28-28	CG29-29	CG30-30	CG31-31	CG32-32	CG33-33	id
62a632532998e97d7a086e212318e895	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	5.927388767560549	3.1688920520479034	5.765132130367618	-0.1828225263573639	-0.17961977150458316	6.2905468800717825	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	1.177896442891295	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	-0.20683057608514038	-0.1926845120861108	6.4532090608456585	-0.22304831703728276	3.672980903366953	-0.1898831159539507	4.399677347596295	62a632532998e97d7a086e212318e895
760e4e0b7ae803e56da0635c0ffa8721	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	6.877406427694328	-0.2264151297558009	6.561874448942195	-0.1853594835382903	-0.20136957135295813	-0.1828225263573639	7.101298387217636	-0.17309184209124115	6.459857127415836	5.510492491721381	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	5.956365046508162	4.026581363621379	-0.17815953941041068	3.1815356001947337	3.746547841479189	-0.1898831159539507	8.577459915379281	760e4e0b7ae803e56da0635c0ffa8721
13bf76ab93d09d774b36057a14c40176	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	6.393281839981898	3.52676347065647	-0.20136957135295813	-0.1828225263573639	-0.17961977150458316	6.547163540965223	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	3.988887109571686	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	-0.20683057608514038	-0.1926845120861108	6.5155137500554385	-0.22304831703728276	6.596745924867319	-0.1898831159539507	7.010987401425622	13bf76ab93d09d774b36057a14c40176
84dac0c3bb598af90b8b1133327b01eb	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	-0.18598705064740612	-0.1853594835382903	-0.20136957135295813	-0.1828225263573639	-0.17961977150458316	4.520249002510154	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	5.702410688509373	4.174687512592053	-0.17815953941041068	-0.22304831703728276	-0.2040164754678694	3.9950296400005256	6.8227873387354	84dac0c3bb598af90b8b1133327b01eb
f5c5a4f4caece0381bd6c77236d4ce59	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	3.6198844399998134	0.6352599730437641	3.3117463186592344	-0.1828225263573639	-0.17961977150458316	3.308410062655924	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	1.5343461662243683	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	-0.20683057608514038	-0.1926845120861108	4.121853049933093	-0.22304831703728276	3.5528813039610365	-0.1898831159539507	4.136984953638053	f5c5a4f4caece0381bd6c77236d4ce59
ce7dd1caf4448800f7c81f66f7a0122d	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	5.392979430188614	-0.1853594835382903	5.467643092204459	-0.1828225263573639	6.252446473710157	-0.17309184209124115	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	4.274396360790347	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	4.452722591996546	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	5.256096441943291	-0.1926845120861108	-0.17815953941041068	5.077013618871473	-0.2040164754678694	-0.1898831159539507	-0.17932353141522073	ce7dd1caf4448800f7c81f66f7a0122d
3d10c306cdaad816eb60d0c0602ad622	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	-0.18598705064740612	-0.1853594835382903	-0.20136957135295813	-0.1828225263573639	-0.17961977150458316	6.755098629980293	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	-0.20683057608514038	4.424243424723727	-0.17815953941041068	-0.22304831703728276	-0.2040164754678694	3.8854054869884824	4.7684310590506795	3d10c306cdaad816eb60d0c0602ad622
3947f403b7b51ab6a0441b7e914c2815	-0.19706481328445444	-0.2110361687922798	1.4033193629505598	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	-0.18598705064740612	-0.1853594835382903	-0.20136957135295813	-0.1828225263573639	-0.17961977150458316	-0.17309184209124115	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	4.654110610532627	-0.1926729309963823	-0.20683057608514038	-0.1926845120861108	-0.17815953941041068	5.85684920121901	6.147636825717386	-0.1898831159539507	-0.17932353141522073	3947f403b7b51ab6a0441b7e914c2815
0c4cea2256531d3721b18c96c0064e62	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	-0.18598705064740612	-0.1853594835382903	-0.20136957135295813	7.172711649737788	-0.17961977150458316	-0.17309184209124115	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	-0.20683057608514038	-0.1926845120861108	-0.17815953941041068	6.240512574421089	-0.2040164754678694	-0.1898831159539507	-0.17932353141522073	0c4cea2256531d3721b18c96c0064e62
c2fd5a3c64c999e4d253a3e8869b10a5	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	6.82806507898453	-0.1853594835382903	-0.20136957135295813	-0.1828225263573639	6.838317067328383	-0.17309184209124115	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	-0.20683057608514038	-0.1926845120861108	-0.17815953941041068	-0.22304831703728276	-0.2040164754678694	-0.1898831159539507	-0.17932353141522073	c2fd5a3c64c999e4d253a3e8869b10a5
8cdfbbb863fc0cb25d3f93ce362fc99e	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	-0.18598705064740612	-0.1853594835382903	-0.20136957135295813	-0.1828225263573639	-0.17961977150458316	-0.17309184209124115	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	5.921343800128732	-0.1926845120861108	-0.17815953941041068	5.548628295659698	-0.2040164754678694	-0.1898831159539507	-0.17932353141522073	8cdfbbb863fc0cb25d3f93ce362fc99e
49915b0cdaaff64cd676ce9a03d1441e	-0.19706481328445444	-0.2110361687922798	-0.24198381242944703	-0.21091604342745696	-0.18182418060559163	-0.2264151297558009	-0.18598705064740612	-0.1853594835382903	-0.20136957135295813	6.844953496236565	-0.17961977150458316	-0.17309184209124115	-0.19320305854252728	-0.21204134858619764	-0.19507724803450344	-0.19910908536427094	-0.2142615619905717	-0.19923694998433414	-0.18667814920474143	-0.1880030387218144	-0.15842320948807856	-0.1938125871369975	-0.18332861715028637	-0.20374195185605593	-0.2173943376856701	-0.1926729309963823	-0.20683057608514038	-0.1926845120861108	-0.17815953941041068	-0.22304831703728276	-0.2040164754678694	6.6813593467814005	-0.17932353141522073	49915b0cdaaff64cd676ce9a03d1441e
