id	clr	W
000493758d967a6a92be3412b2a3aa81	-0.2984381281859365	0
009032568bf399feaa2dc3d749ea6c4e	-0.21458063388286325	0
00bc1dcf56ce93571777dfcf454e5770	-0.2746688318300272	0
00cd23032b62d44b8379655273ee4358	0.2421096755242333	0
00f875b8c3c611be98367c1a31f39310	0.2479385521503645	0
0162083a4c051503e2ce200bcbe3ef5e	0.2634570575059608	0
016b2b9e0704ee6f0ecd8745bd6b7797	0.31329810811697284	0
017950349f60266ca392be2a17f5c869	0.24451096931954244	0
01931b0adfd77781e18321bda9a36a90	0.36046975655837377	0
01a14b188c3cf185e0754b7c40b38e44	0.17748542324963856	0
01cf8cc1edfdd9c28ce3c40ed71deda2	-0.28051421045570374	0
01d68488102c37d255587969541c3143	-0.2888599224947364	0
0261f99bdd8196abba2c952534c1a4e8	-0.12293456708327394	0
0302a141472d00d6cc6565219971c8ca	0.5395679585295047	0
0306e4082e4bc4ce366c0dd765aed1a1	-0.22068303823060792	0
030a0b81c0ae52159eefd84c1a50bf89	0.30250019252676397	0
0346d828dacc5d2a38a77c0e9810d5d1	0.29451984751775484	0
03530a8ca65b24eefb2ab3ec91fd0990	-0.312552319553172	0
03687cd4abc95c66f850c4634563a806	0.2267989050381352	0
0392b6c28ea9d6270042dc93f02ea340	-0.21616299688188134	0
03c4500032a3a86631c23a7a8ca2f334	0.20839345382975571	0
03fe221253d6807994266b676fa244b9	0.33453418726622763	0
047418db49ccc0d4d6fb4e3c9193a31f	0.25221851416697794	0
0477e998584fc5c08114cfa5848bda44	0.2608422479429706	0
04887d4e6bbf39beeeaaa9773bbffef7	-0.15054911410071392	0
04b8e6a125e56e6b17003049d1aa960b	0.33219652087507967	0
04d1f4d85cddbc1111533a46085d3bad	-0.30768875565587145	0
050450653dd884235672276d8b93645c	0.2770924465681564	0
052917901ef09fcf632a11f7f686565a	-0.22489811828032874	0
054aedf1883746a34e10aa195eed2269	0.33988546833715266	0
