Percentile	0.0	25.0	50.0	75.0	100.0	0.0	25.0	50.0	75.0	100.0
Group	IgAKO	IgAKO	IgAKO	IgAKO	IgAKO	WT	WT	WT	WT	WT
95f1122eba4f89f7a077f04e3462c840	1.0	1.0	1.0	1.0	529.0	1.0	1.0	1.0	1.0	83.0
7789cd21f5049c2f2e10cc2c5d7f8506	1.0	1.0	1.0	1.0	272.0	1.0	1.0	1.0	1.0	178.0
1b82758fd9b6a33175e6916faf39efa2	1.0	1.0	1.0	1.0	79.0	1.0	1.0	1.0	1.0	574.0
a33b49772c09d64bb3ed8ff6cc524f38	1.0	1.0	61.0	120.0	320.0	1.0	1.0	70.0	112.25	271.0
ead9304ff1c26475bf7dfeb0dd371a4c	1.0	1.0	29.0	43.0	258.0	1.0	1.0	29.5	144.5	296.0
4afc91d1513c403572b261edcd6868c0	1.0	1.0	1.0	1.0	86.0	1.0	1.0	1.0	1.0	401.0
475c2b250ee0422ee29796e8919802c4	1.0	1.0	1.0	1.0	81.0	1.0	1.0	1.0	1.0	55.0
0d8689f6c478facabd6f070318f5f079	1.0	1.0	1.0	1.0	484.0	1.0	1.0	1.0	1.0	452.0
daaf853aa10f4f6a273236ec15c5b77f	1.0	1.0	1.0	1.0	1000.0	1.0	1.0	1.0	1.0	726.0
824e9ee5b49b5fab06d07f90c9e6b3e5	1.0	1.0	1.0	1.0	465.0	1.0	1.0	1.0	1.0	340.0
000493758d967a6a92be3412b2a3aa81	1.0	1.0	1.0	1.0	331.0	1.0	1.0	1.0	1.0	295.0
c36ddb9710e01db06b0181f7f6e4d1ba	1.0	1.0	33.0	45.0	158.0	1.0	1.0	31.5	42.0	263.0
97ca500fc72c4b3d4277710f595d3521	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	285.0
172018caa12352c94b5ef02d8faa3e77	1.0	1.0	1.0	1.0	285.0	1.0	1.0	1.0	1.0	299.0
4f05877292acb3ccd932f429a42ce70d	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	292.0
5acf0ce527a63d78c3f72670b4d1c1dd	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	311.0
e1f36fb098628bf35e14a9195791cc9d	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	373.0
247a6af39bc443ca745be455c0fe133d	1.0	1.0	1.0	1.0	422.0	1.0	1.0	1.0	1.0	34.0
760e4e0b7ae803e56da0635c0ffa8721	1.0	1.0	1.0	301.0	436.0	1.0	1.0	1.0	1.0	400.0
d331513ca83d2e50c65455cf8b6c86ae	1.0	1.0	1.0	1.0	415.0	1.0	1.0	1.0	1.0	1.0
66021063becf9d69ef9180148159a4eb	1.0	1.0	1.0	1.0	215.0	1.0	1.0	1.0	1.0	365.0
e40a86740d37f358f17a456db809ce4c	1.0	1.0	1.0	1.0	393.0	1.0	1.0	1.0	1.0	1.0
3ff27cdef05ae67c960e0b0b63a1315f	1.0	1.0	1.0	1.0	23.0	1.0	1.0	1.0	1.0	1.0
e12742ea56088f2d1db4b75b5c0c2c7e	1.0	1.0	1.0	1.0	44.0	1.0	1.0	1.0	1.0	1125.0
a7483544fc52221e2b5f4a1cfeb61f4a	1.0	1.0	1.0	1.0	339.0	1.0	1.0	1.0	1.0	1.0
df01f7fe6a101db784c2512669a4df71	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	414.0
390563f6766a9e999023b6222ff8b2c3	1.0	1.0	1.0	13.0	51.0	1.0	1.0	1.0	19.25	34.0
13bf76ab93d09d774b36057a14c40176	1.0	1.0	1.0	147.0	390.0	1.0	1.0	1.0	1.0	29.0
8d16d1b2e1609bcd6fa9e357b5cf6be1	1.0	1.0	1.0	1.0	362.0	1.0	1.0	1.0	1.0	34.0
94a03d68dd915bcb10f70307bec81100	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	209.0
20b75a66944f5d06fc83348f65e667ee	1.0	1.0	1.0	1.0	18.0	1.0	1.0	1.0	1.0	256.0
686301a43e861a82f73ce203418c7b1c	1.0	1.0	25.0	38.0	181.0	1.0	1.0	26.5	30.5	144.0
0c1bd044a319d3895dcd51395d387d35	1.0	1.0	1.0	1.0	246.0	1.0	1.0	1.0	1.0	1.0
1d3b34c9718394113b5746441ace9eb2	1.0	1.0	1.0	1.0	169.0	1.0	1.0	1.0	1.0	28.0
543300fe1f9fa085f310da9f617372b4	1.0	1.0	1.0	1.0	337.0	1.0	1.0	1.0	1.0	1.0
3cefca6aaad8fe2bd0b8ddcc5aa76b01	1.0	1.0	1.0	1.0	302.0	1.0	1.0	1.0	1.0	309.0
a2d0831c9c20d9d8e2c605c5eb22465b	1.0	1.0	1.0	1.0	301.0	1.0	1.0	1.0	1.0	422.0
df4b83f6587ebd799c96119964d7b746	1.0	1.0	1.0	1.0	199.0	1.0	1.0	1.0	5.25	223.0
29850b43e665ffee64d16b0ba1d388a1	1.0	1.0	1.0	1.0	366.0	1.0	1.0	1.0	1.0	286.0
dce51b72d3904c2767045f25122c1003	1.0	1.0	1.0	1.0	201.0	1.0	1.0	1.0	1.0	1.0
fa7ad9a19e4c67593874d191495a6efa	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	137.0
5e7eb930ec2c4d4f423992280d64c4c9	1.0	1.0	1.0	1.0	123.0	1.0	1.0	1.0	1.0	1.0
a8ef536ac6d739de68a4118b7816f9f9	1.0	1.0	1.0	1.0	121.0	1.0	1.0	1.0	1.0	502.0
2ae312f03ec56945482e9f3607eb1c4a	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	11.25	480.0
6a19f5928ebf9828680792011e83af11	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	390.0
47958a962550cf2abb28a65b841f18e2	1.0	1.0	1.0	1.0	589.0	1.0	1.0	1.0	1.0	1.0
497b278487ac2d646da0f00b867f7f88	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	283.0
8c9ad4830d83149651fb7c79081afb01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	163.0
abe2f6eddd9d2eece9de5c435b2785c4	1.0	1.0	1.0	1.0	809.0	1.0	1.0	1.0	1.0	156.0
8020b01b11aca0d342c697cfd6e98a43	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	575.0
fdbf3db18ed0ee0d5b9a9e27ffa302ad	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	95.0
ec36155527023140b296f196994e1dc8	1.0	1.0	1.0	1.0	92.0	1.0	1.0	1.0	1.0	1.0
d9604a0cdb625df0974f0397543c42c9	1.0	1.0	1.0	1.0	392.0	1.0	1.0	1.0	1.0	461.0
10835efcfb13904d0e393d5fcecb5ff3	1.0	1.0	1.0	1.0	149.0	1.0	1.0	1.0	29.0	240.0
f2078eddeda04480b63031da7a465bc3	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	49.0
5ab4d4d2d11756b8d1abd7b8282bb560	1.0	1.0	1.0	1.0	363.0	1.0	1.0	1.0	1.0	1.0
84b75d19ab4b13a6ec1e69bfbccbf741	1.0	1.0	1.0	1.0	39.0	1.0	1.0	1.0	1.0	1.0
081d779fa5eb312eeff6ee0cff0eab5f	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	189.0
2b2118f80aee935561fed50642e84da0	1.0	1.0	1.0	1.0	384.0	1.0	1.0	1.0	1.0	135.0
e685a535912a0cc1b40df16ee33c0032	1.0	1.0	1.0	1.0	405.0	1.0	1.0	1.0	1.0	423.0
ebe1f5236e195ecb5655bd5bb182e3a8	1.0	1.0	1.0	1.0	45.0	1.0	1.0	1.0	1.0	325.0
42c5d5d56b8b460e738d15abb361ce87	1.0	1.0	1.0	1.0	165.0	1.0	1.0	1.0	1.0	1.0
03c4500032a3a86631c23a7a8ca2f334	1.0	1.0	1.0	1.0	276.0	1.0	1.0	1.0	1.0	413.0
5c849d2b7dd7faf9d9653efaead8456c	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	37.0
7bd2952b2314e4fb9908ed887bc8f2e9	1.0	1.0	1.0	1.0	31.0	1.0	1.0	1.0	1.0	267.0
760889baff97d50c0582433e5240f418	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	225.0
3b25eb6b44409d06a1163ae7d1d524c0	1.0	1.0	1.0	1.0	182.0	1.0	1.0	1.0	1.0	1.0
e536535b974d9b9008478594db824d4a	1.0	1.0	1.0	1.0	35.0	1.0	1.0	1.0	1.0	306.0
ad44ac8b023581da0a99b21972e6f68d	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	354.0
180a6d842c3d43763499b08005514c67	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	247.0
62a632532998e97d7a086e212318e895	1.0	1.0	1.0	30.0	253.0	1.0	1.0	1.0	1.0	3.0
3be60c762e18ca38a3d28f2ec80128a4	1.0	1.0	1.0	1.0	311.0	1.0	1.0	1.0	1.0	174.0
facc17b4573e14666a3f0655491ac76a	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	766.0
b47303793413a5ad6ec22842c9aba433	1.0	1.0	1.0	1.0	276.0	1.0	1.0	1.0	1.0	202.0
c2fd5a3c64c999e4d253a3e8869b10a5	1.0	1.0	1.0	1.0	377.0	1.0	1.0	1.0	1.0	1.0
0c4cea2256531d3721b18c96c0064e62	1.0	1.0	1.0	1.0	559.0	1.0	1.0	1.0	1.0	1.0
9600ccb0de2f188db296d050bbbc8f26	1.0	1.0	1.0	1.0	54.0	1.0	1.0	1.0	1.0	45.0
5eb0acdb9d70d80b899c2ec911598205	1.0	1.0	1.0	1.0	544.0	1.0	1.0	1.0	1.0	73.0
5f83d48fa33ed63bb73226dbdfde8014	1.0	1.0	1.0	1.0	149.0	1.0	1.0	1.0	1.0	74.0
e0fc002a71bdc4893cace83a296f68ba	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	200.0
9696129f071ae099ff9cb37955943923	1.0	1.0	1.0	1.0	482.0	1.0	1.0	1.0	1.0	873.0
95ca27dbfb9a7eca7a6fc8eacb258839	1.0	1.0	1.0	1.0	174.0	1.0	1.0	1.0	1.0	126.0
a5b626c66650778f2933931463ca3946	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	372.0
1bee3507c3fdc477e19cfb561b3f6724	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	204.0
7c87655cff7b22c2b22ac5535ddf02d8	1.0	1.0	1.0	1.0	231.0	1.0	1.0	1.0	1.0	1.0
3cf15ad433e2f3639be00c43a579b239	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	267.0
c52d264b402f22cb3d383ae5bbf22bf4	1.0	1.0	1.0	1.0	216.0	1.0	1.0	1.0	1.0	1.0
883becf7bba054901f6a42fef42b5c3e	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	193.0
9f9bf8557bedfc5438b93745a17d6a8f	1.0	1.0	1.0	1.0	253.0	1.0	1.0	1.0	1.0	254.0
ce832d694dd6767928628bcab2260138	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	322.0
8f8ff03bce204179f8b1952aef24a038	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	247.0
c692f3d4fd6b01123544e88452d8f40c	1.0	1.0	1.0	1.0	276.0	1.0	1.0	1.0	1.0	217.0
25b706c1fbe2c98f240e97eff5951a01	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	530.0
e0e94d588e8f329d26669cce3da81563	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	201.0
e019e4cc4afa8f66201eb3f9d6d6f770	1.0	1.0	1.0	1.0	134.0	1.0	1.0	1.0	1.0	1.0
296ae4de1808f96a4b4e4eb89954485f	1.0	1.0	1.0	1.0	291.0	1.0	1.0	1.0	1.0	225.0
7309fd0ace9b68648b3afbdbce76323c	1.0	1.0	1.0	1.0	277.0	1.0	1.0	1.0	1.0	333.0
19e44e9cb2a70e837d16838aaa27f8f4	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	202.0
431a6ae1522bb0b097e3d5df6ac1f1c5	1.0	1.0	1.0	1.0	320.0	1.0	1.0	1.0	1.0	1.0
0a61ffb6c296a8bb0229dedb85593122	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	216.0
b618027eff780fde2b135cde9036a7e3	1.0	1.0	1.0	1.0	255.0	1.0	1.0	1.0	1.0	1.0
b5ba0e69b1379a1d971890d9bcac25b7	1.0	1.0	1.0	1.0	223.0	1.0	1.0	1.0	1.0	207.0
4adbe068c65352beba85f814c0cfc0f7	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	148.0
